"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"2033",0,0,0,0,1,0,0,0,0,3,3
"2034",0,1,0,0,1,0,0,2,0,2,2
"2035",1,3,0,0,3,0,2,2,1,4,3
"2036",0,0,0,0,0,0,0,0,0,1,1
"2037",0,3,0,0,4,0,2,2,0,4,4
"2038",0,0,0,0,1,0,0,0,0,1,1
"2039",0,1,0,0,1,0,0,1,0,1,1
"2040",0,0,0,0,0,0,0,0,0,0,0
"2041",0,0,0,0,0,0,0,0,0,1,1
"2042",1,2,0,0,2,0,2,2,0,2,2
"2043",0,0,0,0,1,0,0,1,0,1,1
"2044",0,0,0,0,1,0,0,1,0,1,1
"2045",0,1,0,0,1,0,1,1,0,1,1
"2046",0,0,0,0,0,0,0,0,0,1,1
"2047",0,3,0,2,2,0,1,2,1,3,2
"2048",0,0,0,0,1,0,0,1,0,3,3
"2049",1,0,0,0,0,0,0,0,1,1,0
"2050",0,0,0,0,0,0,0,0,0,1,1
"2051",0,0,0,0,0,0,0,0,0,0,0
"2052",0,2,0,0,2,0,2,2,0,3,3
"2053",0,0,0,0,1,0,0,1,1,2,1
"2054",0,0,0,0,0,0,0,0,0,0,0
"2055",0,2,0,0,2,0,1,2,0,4,4
"2056",1,1,0,0,1,0,0,1,1,3,2
"2057",0,0,0,0,0,0,0,0,0,0,0
"2058",0,0,0,0,1,0,0,0,0,1,1
"2059",0,0,0,0,0,0,0,0,0,1,1
"2060",0,1,0,0,1,0,0,0,0,1,1
"2061",0,2,0,0,2,1,2,1,0,2,2
"2062",0,2,0,0,2,0,0,4,0,6,6
"2063",0,0,0,1,0,0,0,1,1,3,2
"2064",0,1,0,0,1,0,1,2,0,4,4
"2065",0,0,0,0,0,0,0,0,0,0,0
"2066",0,1,0,0,1,0,1,1,1,1,0
"2067",0,2,1,0,1,0,1,1,1,2,1
"2068",0,0,0,0,0,0,0,0,0,0,0
"2069",1,2,1,0,1,1,1,1,1,1,0
"2070",0,1,0,0,2,0,1,1,0,3,3
"2071",0,1,1,1,1,2,1,1,1,1,0
"2072",0,0,0,0,0,0,0,0,0,0,0
"2073",0,2,0,1,2,1,0,1,1,6,5
"2074",0,2,0,0,3,1,2,2,0,3,3
"2075",0,0,0,0,0,0,0,0,0,0,0
"2076",0,1,0,0,1,0,1,1,0,2,2
"2077",0,0,0,0,1,0,0,0,0,1,1
"2078",0,0,0,0,0,0,0,1,0,2,2
"2079",0,2,0,0,3,1,2,1,0,4,4
"2080",0,1,0,0,1,0,0,1,0,1,1
"2081",0,0,0,0,0,0,0,0,0,0,0
"2082",0,1,0,0,0,0,0,0,0,1,1
"2083",0,0,0,0,0,0,0,0,0,1,1
"2084",0,0,0,0,0,0,0,0,0,0,0
"2085",0,2,0,0,2,0,1,1,0,2,2
"2086",1,0,1,0,0,0,0,1,1,2,1
"2087",0,0,0,0,0,0,0,1,0,3,3
"2088",0,1,0,0,1,0,0,1,0,2,2
"2089",0,0,0,0,0,0,0,0,0,0,0
"2090",0,0,0,0,2,0,1,1,0,2,2
"2091",0,1,0,0,1,1,1,1,0,1,1
"2092",0,0,0,0,0,0,0,0,0,0,0
"2093",0,0,0,0,1,0,0,1,0,2,2
"2094",0,1,0,0,0,0,0,2,0,2,2
"2095",0,1,0,0,1,0,0,0,0,2,2
"2096",0,0,0,0,0,0,0,0,1,0,-1
"2097",0,0,0,0,0,0,0,1,0,1,1
"2098",0,0,0,0,0,0,0,1,0,2,2
"2099",0,2,0,0,3,0,2,3,0,4,4
"2100",0,1,0,0,1,0,0,0,0,1,1
"2101",0,1,0,1,1,0,1,2,0,1,1
"2102",0,1,0,0,3,0,1,1,0,3,3
"2103",0,2,0,0,1,0,0,2,0,3,3
"2104",0,0,0,0,1,0,0,2,0,4,4
"2105",0,1,0,0,1,0,1,1,0,1,1
"2106",0,0,0,0,1,0,0,2,0,2,2
"2107",0,0,0,0,0,0,0,0,0,0,0
"2108",0,0,0,0,0,0,0,0,0,1,1
"2109",0,0,0,0,0,0,0,0,0,0,0
"2110",0,1,0,0,1,0,1,1,0,1,1
"2111",1,2,0,0,2,0,2,3,0,4,4
"2112",0,0,0,0,1,0,0,1,0,1,1
"2113",1,3,1,0,1,1,1,2,1,2,1
"2114",0,2,0,0,2,1,2,2,0,2,2
"2115",0,0,0,0,1,0,0,0,0,1,1
"2116",0,0,0,0,2,0,0,2,0,2,2
"2117",0,0,0,0,2,0,0,1,0,3,3
"2118",0,0,0,0,0,0,0,0,0,0,0
"2119",0,0,0,0,0,0,0,0,0,1,1
"2120",0,0,0,0,0,0,0,0,0,0,0
"2121",0,1,0,0,1,0,0,1,0,1,1
"2122",0,1,0,0,1,1,1,1,0,1,1
"2123",0,0,0,0,0,0,0,0,0,1,1
"2124",0,0,0,1,0,0,0,0,0,1,1
"2125",0,0,0,0,0,0,0,0,0,0,0
"2126",0,1,0,0,1,0,1,1,0,1,1
"2127",0,1,0,0,0,0,0,0,1,1,0
"2128",0,0,0,0,0,0,0,0,0,0,0
"2129",0,0,0,0,0,0,0,0,0,0,0
"2130",0,0,0,0,0,0,0,0,0,0,0
"2131",0,0,0,0,0,0,0,0,0,2,2
"2132",0,0,0,0,1,0,0,1,1,3,2
"2133",0,1,0,0,1,0,1,1,0,1,1
"2134",0,0,0,0,1,0,0,0,0,1,1
"2135",0,1,0,0,1,0,1,1,0,1,1
"2136",0,1,0,0,1,0,0,1,0,1,1
"2137",0,0,0,0,0,0,0,0,1,0,-1
"2138",0,0,0,0,0,0,0,0,0,0,0
"2139",0,0,0,0,1,0,0,1,0,1,1
"2140",0,0,0,0,0,0,0,0,1,1,0
"2141",0,0,0,0,0,1,0,1,1,2,1
"2142",0,1,0,0,1,0,1,2,0,3,3
"2143",0,1,0,0,1,0,0,2,0,2,2
"2144",0,0,0,0,0,0,0,0,0,0,0
"2145",0,1,0,0,1,0,1,1,0,1,1
"2146",0,0,0,0,0,0,0,0,0,0,0
"2147",0,1,0,0,1,0,1,2,0,3,3
"2148",0,1,0,0,1,0,1,1,0,1,1
"2149",1,0,1,1,1,1,0,0,1,3,2
"2150",0,2,0,0,1,0,1,1,0,2,2
"2151",1,1,1,1,3,2,1,3,2,10,8
"2152",0,0,0,0,0,1,0,0,1,0,-1
"2153",2,2,1,2,2,1,2,4,1,5,4
"2154",0,0,0,0,0,0,0,0,0,0,0
"2155",0,0,0,0,0,0,0,0,0,2,2
"2156",0,0,0,0,1,0,0,0,0,1,1
"2157",0,0,0,0,0,1,0,0,0,2,2
"2158",0,0,0,0,3,0,0,2,0,3,3
"2159",0,0,0,0,0,0,0,0,0,0,0
"2160",0,0,0,0,0,0,0,0,0,1,1
"2161",1,0,1,0,0,0,0,1,1,1,0
"2162",0,0,0,0,2,0,0,1,0,3,3
"2163",0,1,0,1,2,0,1,1,0,2,2
"2164",0,2,0,0,1,0,0,1,0,2,2
"2165",0,1,0,0,1,0,0,1,0,1,1
"2166",0,0,0,0,0,0,0,0,0,1,1
"2167",0,0,0,0,0,0,0,0,0,1,1
"2168",0,0,0,0,1,0,0,0,0,1,1
"2169",0,0,0,0,0,0,0,0,0,1,1
"2170",0,1,0,0,1,0,1,3,0,4,4
"2171",0,0,0,0,0,0,0,0,0,2,2
"2172",0,0,0,0,0,0,0,0,0,0,0
"2173",0,0,0,0,0,0,0,0,1,0,-1
"2174",0,2,0,0,1,0,0,1,0,2,2
"2175",0,0,0,0,0,0,0,0,0,0,0
"2176",0,1,0,0,1,0,0,1,0,1,1
"2177",0,0,0,0,0,0,0,1,0,0,0
"2178",0,0,0,0,0,0,0,0,0,0,0
"2179",0,1,0,0,1,0,0,1,0,2,2
"2180",0,0,0,0,0,1,0,1,1,1,0
"2181",0,0,0,0,0,0,0,0,0,1,1
"2182",0,1,0,0,1,0,1,2,0,2,2
"2183",0,0,0,0,0,0,0,0,0,0,0
"2184",0,0,0,0,0,0,0,0,0,0,0
"2185",0,1,0,0,2,0,0,2,0,2,2
"2186",1,3,1,1,2,1,1,2,1,2,1
"2187",0,0,0,0,0,0,0,0,0,0,0
"2188",0,2,0,0,1,0,1,0,1,1,0
"2189",0,3,0,0,4,0,2,3,0,5,5
"2190",0,1,0,0,1,0,1,0,0,1,1
"2191",0,0,0,0,0,0,0,0,0,1,1
"2192",0,1,0,0,1,0,0,1,0,1,1
"2193",1,0,1,1,0,0,0,0,1,0,-1
"2194",0,1,0,0,1,0,0,1,0,1,1
"2195",0,0,0,0,1,0,1,1,0,1,1
"2196",0,1,0,0,0,0,0,0,0,0,0
"2197",0,0,0,0,0,0,0,0,0,0,0
"2198",0,1,0,0,1,1,1,1,1,2,1
"2199",0,0,0,0,1,0,0,1,0,1,1
"2200",0,0,0,0,0,0,0,0,0,0,0
"2201",0,1,0,0,1,0,1,1,0,1,1
"2202",0,0,0,0,0,0,0,0,0,1,1
"2203",0,0,0,0,0,0,0,0,1,0,-1
"2204",0,0,0,0,0,0,0,0,0,0,0
"2205",0,0,0,0,0,0,0,0,0,1,1
"2206",0,0,0,0,0,0,0,0,0,0,0
"2207",0,2,0,0,1,0,1,2,0,1,1
"2208",0,1,0,0,0,0,0,0,0,2,2
"2209",0,0,0,0,0,0,0,0,0,0,0
"2210",0,0,0,0,1,0,0,1,0,1,1
"2211",0,0,0,0,0,0,0,0,0,0,0
"2212",0,0,0,0,0,0,0,1,0,1,1
"2213",0,0,0,0,0,0,0,0,0,0,0
"2214",0,1,0,0,1,0,1,1,0,2,2
"2215",0,1,0,0,1,0,1,1,0,1,1
"2216",0,0,0,0,0,0,0,0,0,1,1
"2217",0,0,0,0,0,0,0,0,0,0,0
"2218",0,0,0,0,0,0,0,0,0,0,0
"2219",0,0,0,0,0,0,0,1,0,2,2
"2220",0,0,0,0,0,0,0,0,0,0,0
"2221",0,0,0,0,0,0,0,0,0,0,0
"2222",0,0,0,0,0,0,0,0,0,1,1
"2223",0,0,0,0,0,0,0,0,0,0,0
"2224",0,0,0,0,0,0,0,0,0,0,0
"2225",0,1,0,0,1,0,0,1,0,1,1
"2226",0,0,0,0,0,0,0,0,0,1,1
"2227",0,0,0,0,1,0,0,1,0,1,1
"2228",0,0,0,0,0,0,0,0,0,0,0
"2229",1,2,1,0,1,1,1,1,1,1,0
"2230",0,0,0,0,0,0,0,0,0,0,0
"2231",0,0,0,0,0,0,0,0,0,0,0
"2232",0,0,0,0,0,0,0,0,0,1,1
"2233",0,1,0,0,1,1,1,1,0,1,1
"2234",0,0,0,0,0,0,0,0,0,0,0
"2235",0,0,0,0,0,0,0,0,0,0,0
"2236",0,0,0,0,0,0,0,0,0,0,0
"2237",0,0,0,0,0,0,0,0,0,0,0
"2238",1,1,1,0,1,0,1,1,1,1,0
"2239",0,1,0,0,1,0,1,1,0,1,1
"2240",0,1,0,0,1,0,1,1,0,2,2
"2241",0,0,0,0,0,0,0,0,0,0,0
"2242",0,0,0,0,0,0,0,0,0,0,0
"2243",0,0,0,0,1,0,0,0,0,1,1
"2244",0,1,0,0,1,0,0,1,0,1,1
"2245",0,1,0,0,1,0,1,1,0,1,1
"2246",0,1,0,0,1,2,1,1,2,3,1
"2247",3,6,3,3,5,4,3,9,8,13,5
"2248",1,3,0,1,2,1,1,2,2,4,2
"2249",0,2,0,1,3,0,1,2,1,7,6
"2250",1,4,1,0,1,0,0,2,1,1,0
"2251",0,0,1,1,0,1,0,0,1,0,-1
"2252",0,1,0,0,1,0,1,2,0,5,5
"2253",1,1,0,0,0,1,0,2,1,4,3
"2254",1,0,1,1,1,1,0,2,0,2,2
"2255",0,7,0,4,5,2,3,8,6,16,10
"2256",0,0,0,0,0,0,0,0,0,0,0
"2257",0,4,0,0,4,2,2,5,1,7,6
"2258",0,0,0,0,0,0,0,0,0,0,0
"2259",1,3,2,1,2,1,2,4,2,5,3
"2260",0,0,0,0,0,0,0,1,0,3,3
"2261",0,8,1,0,6,2,0,7,3,16,13
"2262",0,1,0,0,1,0,1,1,0,2,2
"2263",0,0,0,0,0,0,0,0,0,1,1
"2264",1,1,1,1,0,1,0,2,1,0,-1
"2265",0,4,0,0,3,0,1,3,0,5,5
"2266",0,0,0,0,2,0,1,1,0,2,2
"2267",0,2,1,3,0,1,1,0,2,1,-1
"2268",0,1,0,1,1,1,1,3,2,4,2
"2269",0,0,0,1,0,1,0,0,1,0,-1
"2270",2,0,1,1,1,1,0,3,3,6,3
"2271",0,0,0,0,0,0,0,0,0,0,0
"2272",0,2,0,0,1,0,1,1,1,1,0
"2273",0,1,0,0,3,0,2,2,0,5,5
"2274",1,1,0,1,1,1,1,2,2,2,0
"2275",0,3,0,0,3,0,2,3,0,5,5
"2276",0,0,0,0,0,0,0,0,0,0,0
"2277",0,0,0,1,0,1,0,0,1,0,-1
"2278",0,0,1,0,1,1,0,1,0,6,6
"2279",0,1,0,0,2,0,1,1,0,4,4
"2280",0,2,0,0,0,0,0,2,0,2,2
"2281",0,0,0,1,0,1,0,0,1,0,-1
"2282",0,0,0,0,0,0,0,0,0,0,0
"2283",0,1,0,0,0,0,0,0,0,0,0
"2284",0,0,0,0,0,0,0,1,0,2,2
"2285",0,1,0,0,1,0,1,2,0,2,2
"2286",0,0,0,0,0,0,0,0,0,0,0
"2287",0,0,0,0,0,0,0,1,0,1,1
"2288",0,0,0,0,0,0,0,0,0,0,0
"2289",0,1,0,0,1,0,1,1,0,1,1
"2290",0,0,0,0,0,0,0,0,0,0,0
"2291",0,0,0,0,0,0,0,0,0,1,1
"2292",0,0,0,1,0,1,0,0,1,0,-1
"2293",0,0,0,0,0,0,0,0,0,1,1
"2294",0,1,0,0,2,0,2,3,0,4,4
"2295",0,2,0,0,1,0,1,2,0,2,2
"2296",0,0,0,0,0,0,0,0,0,0,0
"2297",0,0,0,0,0,0,0,0,0,0,0
"2298",0,1,0,0,1,0,1,1,0,1,1
"2299",0,0,0,1,0,1,0,0,1,0,-1
"2300",0,0,0,0,1,0,0,0,0,1,1
"2301",0,1,0,1,0,1,0,0,1,0,-1
"2302",0,1,0,2,2,0,0,0,0,4,4
"2303",0,0,0,0,0,0,0,0,0,0,0
"2304",0,0,0,1,0,0,0,0,1,0,-1
"2305",0,1,0,0,1,0,1,1,1,1,0
"2306",0,0,0,0,0,0,0,0,0,1,1
"2307",0,0,1,1,0,1,1,0,1,0,-1
"2308",0,0,0,0,2,0,0,1,0,2,2
"2309",1,1,1,0,1,1,1,1,1,3,2
"2310",0,1,0,0,1,0,0,0,0,1,1
"2311",0,0,0,0,0,0,0,0,0,0,0
"2312",0,0,0,0,0,1,0,0,2,0,-2
"2313",0,2,0,0,1,0,0,1,0,1,1
"2314",0,1,0,0,1,0,1,1,0,1,1
"2315",0,0,0,0,0,0,0,0,0,0,0
"2316",0,1,0,0,1,0,1,1,0,1,1
"2317",0,0,0,0,1,0,0,1,0,1,1
"2318",0,1,0,0,1,0,0,1,0,2,2
"2319",0,1,0,0,1,0,1,1,0,1,1
"2320",0,0,0,0,0,0,0,0,0,0,0
"2321",0,0,0,0,0,0,0,0,0,1,1
"2322",1,0,1,0,0,1,0,0,1,0,-1
"2323",0,0,0,0,0,0,0,0,0,0,0
"2324",0,0,0,0,0,0,0,1,0,1,1
"2325",0,0,1,1,1,0,0,1,0,2,2
"2326",0,0,0,0,0,0,0,0,0,0,0
"2327",0,0,0,0,0,0,0,0,0,0,0
"2328",0,0,0,0,0,0,1,0,0,1,1
"2329",0,1,0,0,1,0,1,1,0,3,3
"2330",0,1,0,0,1,0,0,3,0,4,4
"2331",0,0,0,0,1,0,0,1,0,1,1
"2332",3,5,3,1,4,3,2,11,4,14,10
"2333",0,0,1,0,0,1,0,1,0,5,5
"2334",0,0,0,0,0,0,0,0,0,0,0
"2335",0,2,0,0,3,0,1,4,0,10,10
"2336",0,1,0,0,1,0,0,0,0,1,1
"2337",0,1,1,1,2,1,1,2,1,2,1
"2338",1,0,0,1,0,0,0,0,3,1,-2
"2339",0,1,0,1,0,0,0,0,1,0,-1
"2340",0,1,0,0,3,0,1,3,0,3,3
"2341",0,2,0,0,3,1,1,2,1,5,4
"2342",0,0,0,0,0,0,0,0,0,2,2
"2343",0,4,0,2,7,2,2,9,2,16,14
"2344",0,0,0,0,0,0,0,1,0,2,2
"2345",0,0,0,0,0,0,0,0,0,0,0
"2346",1,1,1,0,1,0,0,1,1,2,1
"2347",0,2,0,0,2,1,2,5,0,6,6
"2348",0,0,0,0,0,0,0,0,0,0,0
"2349",0,3,0,1,5,0,1,3,1,6,5
"2350",0,0,0,0,0,1,0,1,1,2,1
"2351",0,0,0,0,1,0,0,1,1,1,0
"2352",2,10,0,1,11,1,4,14,3,26,23
"2353",0,0,0,0,0,0,0,0,0,1,1
"2354",0,0,0,0,1,0,0,0,0,1,1
"2355",0,0,0,0,2,0,0,2,1,3,2
"2356",0,1,0,0,0,0,0,0,0,1,1
"2357",0,0,0,0,0,0,0,0,0,3,3
"2358",1,0,0,1,1,1,0,2,1,4,3
"2359",0,0,0,0,0,0,0,0,0,0,0
"2360",0,0,0,0,0,0,0,0,0,0,0
"2361",0,3,0,0,2,1,1,1,0,3,3
"2362",0,1,0,0,1,0,0,1,0,1,1
"2363",0,0,0,0,1,0,0,0,0,1,1
"2364",0,0,0,0,0,0,0,0,0,1,1
"2365",0,0,0,0,0,0,0,1,0,2,2
"2366",0,0,0,0,2,0,1,2,0,6,6
"2367",1,3,0,0,2,0,1,5,2,5,3
"2368",0,0,0,0,0,0,0,0,0,0,0
"2369",0,0,0,0,0,0,0,0,0,1,1
"2370",0,1,0,0,2,1,0,4,2,7,5
"2371",0,0,0,0,0,0,0,0,0,0,0
"2372",0,2,0,0,2,0,1,2,0,2,2
"2373",0,1,0,0,1,0,1,4,0,5,5
"2374",0,0,0,0,1,0,0,0,0,1,1
"2375",0,0,0,0,0,0,0,0,0,0,0
"2376",1,1,1,1,2,2,1,4,1,8,7
"2377",0,3,0,0,4,0,3,2,0,4,4
"2378",0,0,0,0,0,0,0,0,0,0,0
"2379",0,0,0,0,0,0,0,0,0,1,1
"2380",0,0,0,0,0,0,0,0,0,0,0
"2381",0,1,0,0,1,1,1,1,0,1,1
"2382",0,0,0,0,0,0,0,0,0,0,0
"2383",0,2,0,0,1,1,0,3,1,4,3
"2384",0,0,0,1,0,0,0,2,0,0,0
"2385",0,2,0,0,1,0,1,0,0,2,2
"2386",3,4,1,3,7,4,0,7,4,20,16
"2387",0,0,0,0,0,0,0,2,1,5,4
"2388",0,0,0,2,2,2,0,3,2,5,3
"2389",0,0,0,0,0,0,0,0,0,0,0
"2390",0,2,0,1,1,0,1,2,0,4,4
"2391",1,0,1,1,1,1,0,1,1,4,3
"2392",1,2,0,1,2,0,0,4,1,10,9
"2393",1,1,1,0,1,1,1,2,2,4,2
"2394",1,0,0,1,0,1,0,2,1,2,1
"2395",0,2,0,1,1,0,0,1,0,3,3
"2396",0,2,0,0,1,0,1,4,2,7,5
"2397",0,3,0,0,2,0,1,3,1,4,3
"2398",0,2,0,0,2,0,1,1,0,4,4
"2399",0,1,1,0,2,1,0,2,3,8,5
"2400",0,1,0,0,1,0,1,2,0,3,3
"2401",0,2,0,0,5,0,1,4,0,6,6
"2402",1,5,1,2,5,2,0,2,2,7,5
"2403",1,0,1,1,0,0,0,0,2,0,-2
"2404",0,1,0,0,2,0,1,4,0,5,5
"2405",0,1,0,0,2,0,2,2,0,6,6
"2406",0,2,0,0,3,0,1,3,0,7,7
"2407",0,0,0,0,1,0,0,4,0,5,5
"2408",0,0,0,0,0,0,0,0,1,0,-1
"2409",0,2,0,0,2,1,3,4,1,4,3
"2410",0,2,0,0,3,0,1,2,0,5,5
"2411",0,1,0,0,1,0,1,1,0,2,2
"2412",1,2,1,1,1,2,1,3,2,3,1
"2413",0,1,0,0,1,0,1,1,0,2,2
"2414",1,1,1,1,1,1,2,2,1,2,1
"2415",0,1,0,0,4,0,1,3,0,6,6
"2416",1,0,1,1,0,1,0,0,1,0,-1
"2417",0,1,0,0,1,0,0,2,0,5,5
"2418",0,0,0,0,0,0,0,1,0,0,0
"2419",0,0,0,0,0,0,0,0,0,1,1
"2420",0,0,0,0,1,0,0,1,0,1,1
"2421",0,1,0,0,1,0,1,1,0,3,3
"2422",1,0,1,0,0,0,0,1,1,1,0
"2423",0,0,0,0,0,0,0,0,0,1,1
"2424",0,1,1,0,1,0,0,4,2,6,4
"2425",0,0,0,0,1,0,0,1,0,2,2
"2426",0,2,0,1,2,0,1,1,0,3,3
"2427",0,0,0,0,0,0,0,3,0,5,5
"2428",0,0,0,0,0,0,0,0,0,2,2
"2429",0,0,0,0,0,0,0,2,0,4,4
"2430",0,1,0,0,1,0,1,1,1,2,1
"2431",0,0,0,0,0,0,0,0,0,1,1
"2432",1,3,0,1,0,1,1,1,1,0,-1
"2433",0,1,0,0,1,0,1,1,0,2,2
"2434",0,1,0,0,0,1,0,0,0,1,1
"2435",0,0,1,0,0,0,0,0,1,1,0
"2436",0,0,0,0,0,0,0,1,0,5,5
"2437",0,0,0,0,0,0,0,0,0,2,2
"2438",0,0,0,0,0,0,0,1,0,0,0
"2439",1,0,0,0,1,0,0,1,1,2,1
"2440",0,0,0,0,0,1,0,0,1,0,-1
"2441",0,3,0,0,2,0,1,2,0,4,4
"2442",0,2,0,0,2,0,1,2,0,2,2
"2443",0,0,0,0,0,0,0,1,0,2,2
"2444",0,0,0,0,0,0,0,0,0,0,0
"2445",0,1,0,0,0,0,0,0,0,2,2
"2446",1,0,1,1,0,1,0,1,1,2,1
"2447",0,0,0,0,0,0,0,0,0,0,0
"2448",0,1,0,0,2,0,0,1,0,4,4
"2449",0,1,0,0,1,0,0,1,0,1,1
"2450",0,1,0,0,1,0,1,1,0,3,3
"2451",0,0,0,0,0,0,0,0,0,0,0
"2452",0,1,0,0,1,0,0,1,0,2,2
"2453",0,0,1,0,0,0,0,0,1,0,-1
"2454",0,1,0,1,2,0,1,3,0,4,4
"2455",0,5,0,1,6,0,1,4,0,6,6
"2456",1,0,0,0,0,0,0,0,0,0,0
"2457",0,1,1,0,0,0,0,0,1,0,-1
"2458",0,1,0,0,1,0,0,3,0,4,4
"2459",0,1,0,1,1,0,0,0,0,1,1
"2460",0,0,0,0,1,0,1,1,0,2,2
"2461",0,2,0,0,2,0,1,2,0,2,2
"2462",0,0,0,0,0,0,0,0,0,1,1
"2463",0,1,0,0,1,1,0,1,0,2,2
"2464",0,1,0,0,2,1,3,3,1,2,1
"2465",0,0,0,0,0,0,0,0,0,1,1
"2466",0,1,0,0,1,0,0,1,0,2,2
"2467",0,0,0,0,0,1,0,0,2,1,-1
"2468",0,1,0,0,1,0,2,1,0,4,4
"2469",0,1,0,0,0,0,0,1,0,2,2
"2470",0,1,0,0,2,0,1,2,0,3,3
"2471",0,1,0,0,1,0,1,1,0,1,1
"2472",0,0,0,0,0,0,0,0,0,1,1
"2473",0,0,0,0,0,0,0,0,0,0,0
"2474",0,0,0,0,0,0,0,0,0,1,1
"2475",1,2,1,1,2,0,1,2,0,3,3
"2476",1,1,0,0,1,0,1,1,1,2,1
"2477",1,1,1,0,1,0,1,1,2,1,-1
"2478",0,2,0,0,2,0,2,1,0,3,3
"2479",0,1,0,0,3,0,1,3,0,5,5
"2480",0,2,0,0,2,0,1,2,0,2,2
"2481",2,3,0,2,2,1,0,2,2,2,0
"2482",0,5,0,0,4,1,2,4,2,5,3
"2483",0,1,0,0,0,0,1,4,0,5,5
"2484",0,1,0,0,1,1,0,0,0,2,2
"2485",0,0,0,0,1,0,0,1,0,3,3
"2486",0,1,0,0,2,0,1,2,0,2,2
"2487",0,0,0,0,0,0,0,0,0,0,0
"2488",0,0,0,0,1,0,0,0,0,1,1
"2489",0,6,0,0,5,0,2,5,1,7,6
"2490",0,1,0,0,1,1,1,1,1,1,0
"2491",0,1,0,0,1,0,1,1,0,1,1
"2492",1,1,1,0,0,0,0,0,1,0,-1
"2493",0,0,0,0,0,0,0,0,0,0,0
"2494",0,0,0,0,0,0,0,0,0,1,1
"2495",0,0,0,0,0,1,0,1,0,1,1
